,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
3482,benign_tumors,small_lumps,painless,non_cancerous,oval_shape
3483,benign_tumors,small_lumps,slow_growth,firm_nodule,oval_shape
3484,benign_tumors,slow_growth,soft_texture,painless,firm_nodule
3485,benign_tumors,small_lumps,slow_growth,soft_texture,non_cancerous
3486,benign_tumors,small_lumps,slow_growth,non_cancerous,oval_shape
3487,benign_tumors,slow_growth,soft_texture,painless,round_shape
3488,benign_tumors,small_lumps,painless,firm_nodule,round_shape
3489,benign_tumors,slow_growth,soft_texture,non_cancerous,oval_shape
3490,benign_tumors,soft_texture,painless,round_shape,non_cancerous
3491,benign_tumors,small_lumps,soft_texture,firm_nodule,oval_shape
3492,benign_tumors,small_lumps,soft_texture,round_shape,non_cancerous
3493,benign_tumors,small_lumps,firm_nodule,round_shape,non_cancerous
3494,benign_tumors,soft_texture,firm_nodule,round_shape,oval_shape
3495,benign_tumors,slow_growth,soft_texture,firm_nodule,oval_shape
3496,benign_tumors,firm_nodule,round_shape,non_cancerous,oval_shape
3497,benign_tumors,painless,round_shape,non_cancerous,oval_shape
3498,benign_tumors,small_lumps,painless,firm_nodule,non_cancerous
3499,benign_tumors,slow_growth,soft_texture,firm_nodule,non_cancerous
3500,benign_tumors,painless,firm_nodule,round_shape,oval_shape
3501,benign_tumors,slow_growth,painless,round_shape,non_cancerous
3502,benign_tumors,slow_growth,soft_texture,firm_nodule,round_shape
3503,benign_tumors,small_lumps,painless,firm_nodule,oval_shape
3504,benign_tumors,small_lumps,round_shape,non_cancerous,oval_shape
3505,benign_tumors,slow_growth,soft_texture,round_shape,non_cancerous
3506,benign_tumors,small_lumps,soft_texture,round_shape,oval_shape
3507,benign_tumors,small_lumps,slow_growth,painless,oval_shape
3508,benign_tumors,soft_texture,round_shape,non_cancerous,oval_shape
3509,benign_tumors,soft_texture,painless,round_shape,oval_shape
3510,benign_tumors,small_lumps,soft_texture,firm_nodule,round_shape
3511,benign_tumors,small_lumps,slow_growth,soft_texture,firm_nodule
3512,benign_tumors,soft_texture,firm_nodule,round_shape,non_cancerous
3513,benign_tumors,small_lumps,firm_nodule,non_cancerous,oval_shape
3514,benign_tumors,slow_growth,soft_texture,painless,oval_shape
3515,benign_tumors,slow_growth,painless,non_cancerous,oval_shape
3516,benign_tumors,slow_growth,firm_nodule,round_shape,oval_shape
3517,benign_tumors,small_lumps,slow_growth,round_shape,non_cancerous
3518,benign_tumors,small_lumps,soft_texture,firm_nodule,non_cancerous
3519,benign_tumors,small_lumps,soft_texture,painless,oval_shape
3520,benign_tumors,small_lumps,soft_texture,painless,non_cancerous
3521,benign_tumors,slow_growth,firm_nodule,non_cancerous,oval_shape
3522,benign_tumors,small_lumps,slow_growth,soft_texture,painless
3523,benign_tumors,small_lumps,slow_growth,painless,round_shape
3524,benign_tumors,slow_growth,soft_texture,round_shape,oval_shape
3525,benign_tumors,soft_texture,painless,firm_nodule,non_cancerous
3526,benign_tumors,soft_texture,painless,firm_nodule,oval_shape
3527,bullous,itching,redness,skin_peeling,large_blisters
3528,bullous,blisters,fluid_filled_bumps,skin_peeling,fragile_skin
3529,bullous,blisters,redness,fluid_filled_bumps,swelling
3530,bullous,blisters,skin_peeling,swelling,fragile_skin
3531,bullous,blisters,itching,redness,pain
3532,bullous,itching,skin_peeling,large_blisters,fragile_skin
3533,bullous,itching,skin_peeling,large_blisters,swelling
3534,bullous,blisters,redness,large_blisters,swelling
3535,bullous,itching,pain,swelling,fragile_skin
3536,bullous,redness,fluid_filled_bumps,large_blisters,fragile_skin
3537,bullous,redness,pain,large_blisters,fragile_skin
3538,bullous,blisters,redness,skin_peeling,fragile_skin
3539,bullous,blisters,large_blisters,swelling,fragile_skin
3540,bullous,itching,redness,large_blisters,swelling
3541,bullous,pain,fluid_filled_bumps,skin_peeling,swelling
3542,bullous,skin_peeling,large_blisters,swelling,fragile_skin
3543,bullous,redness,pain,fluid_filled_bumps,skin_peeling
3544,bullous,blisters,itching,pain,fluid_filled_bumps
3545,bullous,blisters,itching,redness,skin_peeling
3546,bullous,redness,pain,skin_peeling,fragile_skin
3547,bullous,redness,skin_peeling,large_blisters,swelling
3548,bullous,blisters,redness,pain,swelling
3549,bullous,blisters,redness,pain,fluid_filled_bumps
3550,bullous,pain,fluid_filled_bumps,large_blisters,swelling
3551,bullous,redness,fluid_filled_bumps,skin_peeling,large_blisters
3552,bullous,blisters,itching,redness,fragile_skin
3553,bullous,blisters,pain,swelling,fragile_skin
3554,bullous,itching,redness,fluid_filled_bumps,swelling
3555,bullous,itching,redness,swelling,fragile_skin
3556,bullous,pain,skin_peeling,large_blisters,swelling
3557,bullous,blisters,itching,skin_peeling,large_blisters
3558,bullous,itching,pain,fluid_filled_bumps,fragile_skin
3559,bullous,itching,pain,skin_peeling,large_blisters
3560,bullous,blisters,itching,large_blisters,swelling
3561,bullous,itching,redness,large_blisters,fragile_skin
3562,bullous,itching,redness,pain,fluid_filled_bumps
3563,bullous,redness,fluid_filled_bumps,large_blisters,swelling
3564,bullous,blisters,pain,fluid_filled_bumps,swelling
3565,bullous,redness,fluid_filled_bumps,swelling,fragile_skin
3566,bullous,itching,fluid_filled_bumps,skin_peeling,swelling
3567,bullous,blisters,itching,pain,swelling
3568,bullous,blisters,itching,fluid_filled_bumps,skin_peeling
3569,bullous,redness,fluid_filled_bumps,skin_peeling,swelling
3570,bullous,itching,redness,fluid_filled_bumps,skin_peeling
3571,bullous,redness,pain,fluid_filled_bumps,fragile_skin
3572,bullous,redness,pain,fluid_filled_bumps,large_blisters
3573,bullous,redness,pain,skin_peeling,large_blisters
3574,bullous,blisters,itching,pain,fragile_skin
3575,bullous,blisters,itching,skin_peeling,fragile_skin
3576,bullous,blisters,itching,swelling,fragile_skin
3577,bullous,itching,fluid_filled_bumps,large_blisters,fragile_skin
3578,bullous,itching,pain,fluid_filled_bumps,swelling
3579,bullous,itching,fluid_filled_bumps,skin_peeling,fragile_skin
3580,bullous,itching,skin_peeling,swelling,fragile_skin
3581,bullous,blisters,redness,large_blisters,fragile_skin
3582,bullous,blisters,redness,fluid_filled_bumps,fragile_skin
3583,bullous,fluid_filled_bumps,skin_peeling,large_blisters,swelling
3584,bullous,pain,fluid_filled_bumps,skin_peeling,fragile_skin
3585,bullous,blisters,pain,fluid_filled_bumps,skin_peeling
3586,bullous,redness,skin_peeling,swelling,fragile_skin
3587,bullous,itching,redness,fluid_filled_bumps,fragile_skin
3588,bullous,blisters,redness,skin_peeling,swelling
3589,bullous,itching,fluid_filled_bumps,large_blisters,swelling
3590,bullous,itching,pain,skin_peeling,fragile_skin
3591,bullous,blisters,itching,large_blisters,fragile_skin
3592,bullous,blisters,redness,pain,skin_peeling
3593,bullous,blisters,fluid_filled_bumps,large_blisters,fragile_skin
3594,bullous,blisters,redness,fluid_filled_bumps,large_blisters
3595,bullous,blisters,fluid_filled_bumps,large_blisters,swelling
3596,bullous,pain,fluid_filled_bumps,skin_peeling,large_blisters
3597,bullous,fluid_filled_bumps,large_blisters,swelling,fragile_skin
3598,bullous,pain,large_blisters,swelling,fragile_skin
3599,bullous,blisters,itching,redness,swelling
3600,bullous,itching,fluid_filled_bumps,swelling,fragile_skin
3601,bullous,itching,pain,large_blisters,fragile_skin
3602,bullous,redness,fluid_filled_bumps,skin_peeling,fragile_skin
3603,bullous,blisters,redness,skin_peeling,large_blisters
3604,bullous,redness,large_blisters,swelling,fragile_skin
3605,bullous,blisters,fluid_filled_bumps,swelling,fragile_skin
3606,bullous,blisters,pain,fluid_filled_bumps,large_blisters
3607,bullous,itching,pain,large_blisters,swelling
3608,bullous,redness,pain,fluid_filled_bumps,swelling
3609,bullous,blisters,itching,redness,large_blisters
3610,bullous,itching,redness,skin_peeling,swelling
3611,bullous,redness,pain,large_blisters,swelling
3612,bullous,blisters,itching,skin_peeling,swelling
3613,bullous,blisters,redness,swelling,fragile_skin
3614,bullous,blisters,itching,pain,large_blisters
3615,bullous,itching,redness,pain,swelling
3616,bullous,itching,fluid_filled_bumps,skin_peeling,large_blisters
3617,bullous,pain,fluid_filled_bumps,swelling,fragile_skin
3618,bullous,blisters,itching,pain,skin_peeling
3619,bullous,blisters,itching,fluid_filled_bumps,fragile_skin
3620,bullous,blisters,itching,fluid_filled_bumps,large_blisters
3621,bullous,fluid_filled_bumps,skin_peeling,large_blisters,fragile_skin
3622,bullous,blisters,itching,redness,fluid_filled_bumps
3623,bullous,blisters,fluid_filled_bumps,skin_peeling,large_blisters
3624,bullous,itching,redness,pain,fragile_skin
3625,bullous,blisters,redness,pain,large_blisters
3626,bullous,pain,fluid_filled_bumps,large_blisters,fragile_skin
3627,bullous,itching,large_blisters,swelling,fragile_skin
3628,bullous,blisters,redness,pain,fragile_skin
3629,bullous,blisters,redness,fluid_filled_bumps,skin_peeling
3630,bullous,blisters,fluid_filled_bumps,skin_peeling,swelling
3631,bullous,redness,pain,swelling,fragile_skin
3632,bullous,fluid_filled_bumps,skin_peeling,swelling,fragile_skin
3633,bullous,itching,pain,fluid_filled_bumps,large_blisters
3634,bullous,blisters,pain,skin_peeling,swelling
3635,bullous,blisters,pain,skin_peeling,large_blisters
3636,bullous,pain,skin_peeling,large_blisters,fragile_skin
3637,bullous,blisters,pain,skin_peeling,fragile_skin
3638,bullous,blisters,pain,fluid_filled_bumps,fragile_skin
3639,bullous,blisters,skin_peeling,large_blisters,swelling
3640,bullous,itching,redness,skin_peeling,fragile_skin
3641,bullous,itching,pain,fluid_filled_bumps,skin_peeling
3642,bullous,redness,skin_peeling,large_blisters,fragile_skin
3643,bullous,blisters,pain,large_blisters,fragile_skin
3644,bullous,itching,pain,skin_peeling,swelling
3645,bullous,redness,pain,skin_peeling,swelling
3646,bullous,pain,skin_peeling,swelling,fragile_skin
3647,bullous,itching,redness,pain,skin_peeling
3648,bullous,itching,redness,fluid_filled_bumps,large_blisters
3649,bullous,blisters,itching,fluid_filled_bumps,swelling
3650,bullous,blisters,skin_peeling,large_blisters,fragile_skin
3651,bullous,itching,redness,pain,large_blisters
3652,bullous,blisters,pain,large_blisters,swelling
3653,candidiasis,itching,moist_skin,fissures,fungal_growth
3654,candidiasis,moist_skin,rash,yeast_infection,fissures
3655,candidiasis,moist_skin,fissures,discomfort,swelling
3656,candidiasis,redness,yeast_infection,swelling,fungal_growth
3657,candidiasis,white_coating,itching,yeast_infection,discomfort
3658,candidiasis,redness,rash,fissures,fungal_growth
3659,candidiasis,white_coating,rash,yeast_infection,fissures
3660,candidiasis,white_coating,fissures,swelling,fungal_growth
3661,candidiasis,white_coating,rash,swelling,fungal_growth
3662,candidiasis,itching,fissures,discomfort,swelling
3663,candidiasis,redness,moist_skin,yeast_infection,swelling
3664,candidiasis,white_coating,redness,fissures,fungal_growth
3665,candidiasis,redness,rash,swelling,fungal_growth
3666,candidiasis,moist_skin,yeast_infection,swelling,fungal_growth
3667,candidiasis,itching,redness,yeast_infection,discomfort
3668,candidiasis,white_coating,redness,swelling,fungal_growth
3669,candidiasis,rash,yeast_infection,fissures,fungal_growth
3670,candidiasis,moist_skin,rash,fissures,discomfort
3671,candidiasis,moist_skin,fissures,discomfort,fungal_growth
3672,candidiasis,white_coating,moist_skin,rash,fissures
3673,candidiasis,itching,rash,fissures,fungal_growth
3674,candidiasis,white_coating,itching,moist_skin,rash
3675,candidiasis,white_coating,itching,moist_skin,discomfort
3676,candidiasis,redness,yeast_infection,discomfort,swelling
3677,candidiasis,redness,yeast_infection,fissures,discomfort
3678,candidiasis,moist_skin,rash,swelling,fungal_growth
3679,candidiasis,yeast_infection,fissures,discomfort,fungal_growth
3680,candidiasis,white_coating,redness,yeast_infection,swelling
3681,candidiasis,redness,rash,fissures,swelling
3682,candidiasis,moist_skin,yeast_infection,fissures,fungal_growth
3683,candidiasis,white_coating,redness,fissures,discomfort
3684,candidiasis,itching,yeast_infection,discomfort,swelling
3685,candidiasis,moist_skin,rash,fissures,swelling
3686,candidiasis,redness,moist_skin,discomfort,swelling
3687,candidiasis,rash,yeast_infection,fissures,swelling
3688,candidiasis,rash,discomfort,swelling,fungal_growth
3689,candidiasis,redness,moist_skin,discomfort,fungal_growth
3690,candidiasis,white_coating,moist_skin,rash,swelling
3691,candidiasis,white_coating,yeast_infection,swelling,fungal_growth
3692,candidiasis,itching,redness,yeast_infection,swelling
3693,candidiasis,white_coating,redness,moist_skin,fissures
3694,candidiasis,white_coating,rash,fissures,discomfort
3695,candidiasis,moist_skin,rash,yeast_infection,swelling
3696,candidiasis,redness,moist_skin,swelling,fungal_growth
3697,candidiasis,redness,rash,discomfort,swelling
3698,candidiasis,redness,yeast_infection,fissures,fungal_growth
3699,candidiasis,rash,yeast_infection,discomfort,swelling
3700,candidiasis,itching,redness,rash,fissures
3701,candidiasis,white_coating,rash,discomfort,fungal_growth
3702,candidiasis,white_coating,redness,moist_skin,swelling
3703,candidiasis,white_coating,moist_skin,rash,fungal_growth
3704,candidiasis,moist_skin,rash,yeast_infection,fungal_growth
3705,candidiasis,white_coating,itching,rash,fissures
3706,candidiasis,rash,yeast_infection,fissures,discomfort
3707,candidiasis,redness,rash,yeast_infection,discomfort
3708,candidiasis,itching,moist_skin,rash,discomfort
3709,candidiasis,itching,moist_skin,fissures,discomfort
3710,candidiasis,white_coating,moist_skin,swelling,fungal_growth
3711,candidiasis,itching,redness,moist_skin,discomfort
3712,candidiasis,itching,rash,yeast_infection,fissures
3713,candidiasis,rash,yeast_infection,swelling,fungal_growth
3714,candidiasis,redness,rash,yeast_infection,swelling
3715,candidiasis,redness,moist_skin,rash,yeast_infection
3716,candidiasis,itching,redness,moist_skin,yeast_infection
3717,candidiasis,white_coating,fissures,discomfort,swelling
3718,candidiasis,itching,redness,moist_skin,rash
3719,candidiasis,white_coating,itching,fissures,fungal_growth
3720,candidiasis,moist_skin,rash,yeast_infection,discomfort
3721,candidiasis,white_coating,discomfort,swelling,fungal_growth
3722,candidiasis,white_coating,itching,redness,fungal_growth
3723,candidiasis,redness,rash,yeast_infection,fissures
3724,candidiasis,itching,redness,moist_skin,fissures
3725,candidiasis,moist_skin,rash,fissures,fungal_growth
3726,candidiasis,itching,moist_skin,yeast_infection,fungal_growth
3727,candidiasis,white_coating,itching,yeast_infection,fissures
3728,candidiasis,white_coating,moist_skin,discomfort,swelling
3729,candidiasis,redness,rash,discomfort,fungal_growth
3730,candidiasis,redness,rash,yeast_infection,fungal_growth
3731,candidiasis,white_coating,rash,yeast_infection,fungal_growth
3732,candidiasis,white_coating,redness,yeast_infection,fungal_growth
3733,candidiasis,itching,redness,rash,swelling
3734,candidiasis,moist_skin,rash,discomfort,swelling
3735,candidiasis,itching,redness,fissures,fungal_growth
3736,candidiasis,moist_skin,yeast_infection,fissures,swelling
3737,candidiasis,white_coating,yeast_infection,fissures,discomfort
3738,candidiasis,white_coating,redness,rash,swelling
3739,candidiasis,itching,yeast_infection,swelling,fungal_growth
3740,candidiasis,white_coating,itching,discomfort,swelling
3741,candidiasis,white_coating,itching,swelling,fungal_growth
3742,candidiasis,itching,rash,yeast_infection,discomfort
3743,candidiasis,itching,redness,yeast_infection,fissures
3744,candidiasis,redness,moist_skin,rash,swelling
3745,candidiasis,white_coating,itching,redness,moist_skin
3746,candidiasis,itching,rash,yeast_infection,fungal_growth
3747,candidiasis,rash,yeast_infection,discomfort,fungal_growth
3748,candidiasis,white_coating,itching,yeast_infection,swelling
3749,candidiasis,itching,redness,moist_skin,fungal_growth
3750,candidiasis,itching,redness,rash,discomfort
3751,candidiasis,redness,moist_skin,rash,fissures
3752,candidiasis,itching,moist_skin,rash,fissures
3753,candidiasis,white_coating,fissures,discomfort,fungal_growth
3754,candidiasis,itching,moist_skin,swelling,fungal_growth
3755,candidiasis,redness,moist_skin,fissures,swelling
3756,candidiasis,white_coating,itching,yeast_infection,fungal_growth
3757,candidiasis,white_coating,moist_skin,rash,discomfort
3758,candidiasis,itching,yeast_infection,fissures,fungal_growth
3759,candidiasis,white_coating,itching,moist_skin,yeast_infection
3760,candidiasis,itching,yeast_infection,fissures,discomfort
3761,candidiasis,itching,yeast_infection,fissures,swelling
3762,candidiasis,redness,moist_skin,yeast_infection,fissures
3763,candidiasis,white_coating,moist_skin,yeast_infection,fungal_growth
3764,candidiasis,itching,fissures,swelling,fungal_growth
3765,candidiasis,white_coating,redness,discomfort,swelling
3766,candidiasis,white_coating,rash,yeast_infection,swelling
3767,candidiasis,rash,fissures,discomfort,fungal_growth
3768,candidiasis,white_coating,itching,redness,rash
3769,candidiasis,white_coating,redness,fissures,swelling
3770,candidiasis,moist_skin,yeast_infection,discomfort,fungal_growth
3771,candidiasis,white_coating,redness,rash,fissures
3772,candidiasis,itching,redness,discomfort,swelling
3773,candidiasis,itching,redness,rash,yeast_infection
3774,candidiasis,yeast_infection,discomfort,swelling,fungal_growth
3775,candidiasis,itching,rash,fissures,swelling
3776,candidiasis,white_coating,moist_skin,yeast_infection,discomfort
3777,candidiasis,itching,moist_skin,yeast_infection,discomfort
3778,candidiasis,white_coating,moist_skin,yeast_infection,swelling
3779,candidiasis,redness,fissures,swelling,fungal_growth
3780,candidiasis,itching,moist_skin,yeast_infection,fissures
3781,candidiasis,itching,rash,fissures,discomfort
3782,candidiasis,moist_skin,yeast_infection,fissures,discomfort
3783,candidiasis,redness,moist_skin,fissures,fungal_growth
3784,candidiasis,white_coating,redness,yeast_infection,fissures
3785,candidiasis,itching,moist_skin,discomfort,swelling
3786,candidiasis,white_coating,itching,fissures,swelling
3787,candidiasis,itching,moist_skin,yeast_infection,swelling
3788,candidiasis,white_coating,itching,discomfort,fungal_growth
3789,candidiasis,rash,fissures,swelling,fungal_growth
3790,candidiasis,itching,rash,discomfort,swelling
3791,candidiasis,itching,yeast_infection,discomfort,fungal_growth
3792,candidiasis,white_coating,redness,moist_skin,discomfort
3793,candidiasis,itching,moist_skin,fissures,swelling
3794,candidiasis,itching,redness,rash,fungal_growth
3795,candidiasis,white_coating,yeast_infection,discomfort,fungal_growth
3796,candidiasis,fissures,discomfort,swelling,fungal_growth
3797,candidiasis,redness,moist_skin,rash,fungal_growth
3798,candidiasis,itching,moist_skin,discomfort,fungal_growth
3799,candidiasis,itching,redness,fissures,swelling
3800,candidiasis,moist_skin,discomfort,swelling,fungal_growth
3801,candidiasis,white_coating,redness,moist_skin,rash
3802,candidiasis,yeast_infection,fissures,swelling,fungal_growth
3803,candidiasis,white_coating,itching,rash,swelling
3804,candidiasis,white_coating,rash,yeast_infection,discomfort
3805,candidiasis,white_coating,moist_skin,fissures,swelling
3806,candidiasis,white_coating,redness,rash,yeast_infection
3807,candidiasis,itching,moist_skin,rash,swelling
3808,candidiasis,moist_skin,fissures,swelling,fungal_growth
3809,candidiasis,white_coating,itching,moist_skin,swelling
3810,candidiasis,redness,yeast_infection,fissures,swelling
3811,candidiasis,itching,redness,discomfort,fungal_growth
3812,candidiasis,white_coating,moist_skin,rash,yeast_infection
3813,candidiasis,white_coating,moist_skin,fissures,fungal_growth
3814,candidiasis,itching,fissures,discomfort,fungal_growth
3815,candidiasis,white_coating,rash,fissures,swelling
3816,candidiasis,itching,redness,fissures,discomfort
3817,candidiasis,itching,rash,swelling,fungal_growth
3818,candidiasis,white_coating,moist_skin,yeast_infection,fissures
3819,candidiasis,redness,moist_skin,rash,discomfort
3820,candidiasis,redness,discomfort,swelling,fungal_growth
3821,candidiasis,white_coating,redness,moist_skin,yeast_infection
3822,candidiasis,itching,rash,discomfort,fungal_growth
3823,candidiasis,itching,discomfort,swelling,fungal_growth
3824,candidiasis,white_coating,moist_skin,discomfort,fungal_growth
3825,candidiasis,moist_skin,yeast_infection,discomfort,swelling
3826,candidiasis,itching,moist_skin,rash,fungal_growth
3827,candidiasis,redness,fissures,discomfort,fungal_growth
3828,candidiasis,white_coating,yeast_infection,fissures,fungal_growth
3829,candidiasis,white_coating,itching,redness,fissures
3830,candidiasis,white_coating,itching,rash,yeast_infection
3831,candidiasis,white_coating,redness,moist_skin,fungal_growth
3832,candidiasis,white_coating,redness,rash,discomfort
3833,candidiasis,rash,fissures,discomfort,swelling
3834,candidiasis,redness,moist_skin,yeast_infection,fungal_growth
3835,candidiasis,itching,rash,yeast_infection,swelling
3836,candidiasis,white_coating,itching,rash,fungal_growth
3837,candidiasis,redness,moist_skin,yeast_infection,discomfort
3838,candidiasis,white_coating,itching,redness,swelling
3839,candidiasis,itching,moist_skin,rash,yeast_infection
3840,candidiasis,itching,redness,yeast_infection,fungal_growth
3841,candidiasis,white_coating,redness,discomfort,fungal_growth
3842,candidiasis,redness,fissures,discomfort,swelling
3843,candidiasis,white_coating,itching,moist_skin,fungal_growth
3844,candidiasis,white_coating,itching,fissures,discomfort
3845,candidiasis,redness,moist_skin,fissures,discomfort
3846,candidiasis,moist_skin,rash,discomfort,fungal_growth
3847,candidiasis,white_coating,itching,redness,yeast_infection
3848,candidiasis,white_coating,redness,rash,fungal_growth
3849,candidiasis,white_coating,itching,rash,discomfort
3850,candidiasis,white_coating,yeast_infection,fissures,swelling
3851,candidiasis,redness,yeast_infection,discomfort,fungal_growth
3852,candidiasis,white_coating,redness,yeast_infection,discomfort
3853,candidiasis,itching,redness,moist_skin,swelling
3854,candidiasis,white_coating,itching,moist_skin,fissures
3855,candidiasis,white_coating,yeast_infection,discomfort,swelling
3856,candidiasis,itching,redness,swelling,fungal_growth
3857,candidiasis,white_coating,rash,fissures,fungal_growth
3858,candidiasis,yeast_infection,fissures,discomfort,swelling
3859,candidiasis,white_coating,itching,redness,discomfort
3860,candidiasis,white_coating,moist_skin,fissures,discomfort
3861,candidiasis,white_coating,rash,discomfort,swelling
3862,candidiasis,redness,rash,fissures,discomfort
3863,drug_eruption,red_spots,hives,blisters,discoloration
3864,drug_eruption,rash,red_spots,hives,discoloration
3865,drug_eruption,rash,red_spots,swelling,discoloration
3866,drug_eruption,red_spots,itching,discoloration,skin_peeling
3867,drug_eruption,rash,swelling,discoloration,skin_peeling
3868,drug_eruption,red_spots,swelling,blisters,maculopapular_rash
3869,drug_eruption,red_spots,itching,hives,discoloration
3870,drug_eruption,rash,hives,maculopapular_rash,discoloration
3871,drug_eruption,rash,hives,blisters,maculopapular_rash
3872,drug_eruption,itching,hives,maculopapular_rash,skin_peeling
3873,drug_eruption,swelling,hives,discoloration,skin_peeling
3874,drug_eruption,red_spots,swelling,blisters,skin_peeling
3875,drug_eruption,rash,red_spots,itching,maculopapular_rash
3876,drug_eruption,rash,red_spots,discoloration,skin_peeling
3877,drug_eruption,itching,swelling,maculopapular_rash,discoloration
3878,drug_eruption,red_spots,itching,maculopapular_rash,skin_peeling
3879,drug_eruption,itching,swelling,discoloration,skin_peeling
3880,drug_eruption,red_spots,swelling,blisters,discoloration
3881,drug_eruption,itching,hives,blisters,skin_peeling
3882,drug_eruption,rash,itching,maculopapular_rash,discoloration
3883,drug_eruption,itching,blisters,maculopapular_rash,discoloration
3884,drug_eruption,itching,swelling,hives,blisters
3885,drug_eruption,red_spots,maculopapular_rash,discoloration,skin_peeling
3886,drug_eruption,rash,itching,blisters,skin_peeling
3887,drug_eruption,red_spots,itching,blisters,maculopapular_rash
3888,drug_eruption,swelling,hives,maculopapular_rash,discoloration
3889,drug_eruption,hives,blisters,maculopapular_rash,discoloration
3890,drug_eruption,swelling,blisters,maculopapular_rash,skin_peeling
3891,drug_eruption,rash,swelling,hives,blisters
3892,drug_eruption,rash,blisters,maculopapular_rash,discoloration
3893,drug_eruption,rash,itching,swelling,maculopapular_rash
3894,drug_eruption,itching,swelling,blisters,discoloration
3895,drug_eruption,rash,red_spots,swelling,maculopapular_rash
3896,drug_eruption,red_spots,itching,maculopapular_rash,discoloration
3897,drug_eruption,rash,swelling,maculopapular_rash,discoloration
3898,drug_eruption,itching,swelling,blisters,skin_peeling
3899,drug_eruption,rash,itching,maculopapular_rash,skin_peeling
3900,drug_eruption,red_spots,swelling,hives,maculopapular_rash
3901,drug_eruption,red_spots,hives,maculopapular_rash,skin_peeling
3902,drug_eruption,red_spots,hives,blisters,skin_peeling
3903,drug_eruption,swelling,hives,blisters,skin_peeling
3904,drug_eruption,rash,red_spots,blisters,skin_peeling
3905,drug_eruption,red_spots,itching,swelling,blisters
3906,drug_eruption,rash,itching,swelling,discoloration
3907,drug_eruption,itching,hives,blisters,discoloration
3908,drug_eruption,swelling,maculopapular_rash,discoloration,skin_peeling
3909,drug_eruption,rash,red_spots,swelling,hives
3910,drug_eruption,rash,hives,maculopapular_rash,skin_peeling
3911,drug_eruption,rash,red_spots,swelling,skin_peeling
3912,drug_eruption,itching,blisters,maculopapular_rash,skin_peeling
3913,drug_eruption,swelling,blisters,discoloration,skin_peeling
3914,drug_eruption,itching,swelling,hives,skin_peeling
3915,drug_eruption,red_spots,itching,blisters,discoloration
3916,drug_eruption,rash,blisters,maculopapular_rash,skin_peeling
3917,drug_eruption,itching,hives,discoloration,skin_peeling
3918,drug_eruption,red_spots,itching,swelling,maculopapular_rash
3919,drug_eruption,red_spots,hives,maculopapular_rash,discoloration
3920,drug_eruption,rash,swelling,hives,discoloration
3921,drug_eruption,rash,red_spots,hives,skin_peeling
3922,drug_eruption,swelling,hives,blisters,maculopapular_rash
3923,drug_eruption,red_spots,blisters,maculopapular_rash,skin_peeling
3924,drug_eruption,rash,itching,blisters,discoloration
3925,drug_eruption,itching,maculopapular_rash,discoloration,skin_peeling
3926,drug_eruption,itching,swelling,blisters,maculopapular_rash
3927,drug_eruption,itching,swelling,hives,maculopapular_rash
3928,drug_eruption,rash,itching,swelling,hives
3929,drug_eruption,red_spots,itching,swelling,hives
3930,drug_eruption,red_spots,hives,discoloration,skin_peeling
3931,drug_eruption,rash,hives,discoloration,skin_peeling
3932,drug_eruption,rash,blisters,discoloration,skin_peeling
3933,drug_eruption,red_spots,itching,hives,blisters
3934,drug_eruption,rash,hives,blisters,discoloration
3935,drug_eruption,red_spots,itching,swelling,discoloration
3936,drug_eruption,swelling,blisters,maculopapular_rash,discoloration
3937,drug_eruption,rash,swelling,hives,maculopapular_rash
3938,drug_eruption,blisters,maculopapular_rash,discoloration,skin_peeling
3939,drug_eruption,hives,maculopapular_rash,discoloration,skin_peeling
3940,drug_eruption,rash,itching,hives,blisters
3941,drug_eruption,red_spots,itching,blisters,skin_peeling
3942,drug_eruption,rash,swelling,blisters,maculopapular_rash
3943,drug_eruption,rash,red_spots,itching,skin_peeling
3944,drug_eruption,rash,itching,hives,skin_peeling
3945,drug_eruption,rash,red_spots,itching,blisters
3946,drug_eruption,rash,itching,discoloration,skin_peeling
3947,drug_eruption,rash,swelling,blisters,discoloration
3948,drug_eruption,hives,blisters,maculopapular_rash,skin_peeling
3949,drug_eruption,rash,itching,hives,maculopapular_rash
3950,drug_eruption,red_spots,swelling,maculopapular_rash,discoloration
3951,drug_eruption,red_spots,swelling,discoloration,skin_peeling
3952,drug_eruption,red_spots,itching,hives,skin_peeling
3953,drug_eruption,rash,itching,swelling,blisters
3954,drug_eruption,red_spots,swelling,hives,blisters
3955,drug_eruption,rash,red_spots,swelling,blisters
3956,drug_eruption,red_spots,itching,hives,maculopapular_rash
3957,drug_eruption,rash,red_spots,itching,swelling
3958,drug_eruption,red_spots,hives,blisters,maculopapular_rash
3959,drug_eruption,rash,maculopapular_rash,discoloration,skin_peeling
3960,drug_eruption,rash,red_spots,hives,blisters
3961,drug_eruption,red_spots,blisters,maculopapular_rash,discoloration
3962,drug_eruption,itching,blisters,discoloration,skin_peeling
3963,drug_eruption,rash,red_spots,blisters,maculopapular_rash
3964,drug_eruption,rash,red_spots,hives,maculopapular_rash
3965,drug_eruption,red_spots,swelling,maculopapular_rash,skin_peeling
3966,drug_eruption,rash,hives,blisters,skin_peeling
3967,drug_eruption,rash,itching,hives,discoloration
